,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,artist_num
299,10,I meets You!!,I meets You!!,Mikito P,2020-04-19,220127,14,0,1,0.568,0.0925,0.949,0.0,0.238,-2.108,0.0653,157.089,4,0.519,7
300,11,I meets You!!,I meets You!!,Mikito P,2020-04-19,220127,10,0,1,0.568,0.0925,0.949,0.0,0.238,-2.108,0.0653,157.089,4,0.519,7
301,12,Sister,Sister,Mikito P,2020-02-19,332571,8,1,1,0.605,0.306,0.578,0.00962,0.365,-6.7,0.0293,140.032,4,0.259,7
302,13,Sister,Sister,Mikito P,2020-02-19,332571,6,1,1,0.605,0.306,0.578,0.00962,0.365,-6.7,0.0293,140.032,4,0.259,7
303,14,Green Shower,Green Shower,Mikito P,2019-10-01,260816,4,1,1,0.484,0.00376,0.884,0.0,0.297,-3.943,0.0515,195.956,4,0.593,7
304,15,Green Shower,Green Shower,Mikito P,2019-10-01,260816,5,1,1,0.484,0.00376,0.884,0.0,0.297,-3.943,0.0515,195.956,4,0.593,7
305,16,少女ふぜゐ -Vocaloid Ver.,少女ふぜゐ -Vocaloid Ver.,Mikito P,2019-07-03,271875,19,7,1,0.5,0.0111,0.87,0.0,0.196,-5.151,0.044,128.03,4,0.466,7
306,17,ShojoFuzei -Vocaloid Ver.,ShojoFuzei -Vocaloid Ver.,Mikito P,2019-07-03,271875,15,7,1,0.5,0.0111,0.87,0.0,0.196,-5.151,0.044,128.03,4,0.466,7
307,18,39みゅーじっく!,39みゅーじっく! (feat.初音ミク),Mikito P,2017-08-31,265846,36,11,0,0.528,0.017,0.989,0.000473,0.0964,-2.967,0.0741,130.015,4,0.525,7
308,19,39 Music!,39 Music!,Mikito P,2017,265846,50,11,0,0.528,0.017,0.989,0.000473,0.0964,-2.967,0.0741,130.015,4,0.525,7
309,20,Hoi,Hoi,Mikito P,2016-08-03,243186,10,9,1,0.266,0.0347,0.977,3.72e-06,0.042,-1.836,0.235,150.108,5,0.674,7
310,21,Home Party,Home Party,Mikito P,2016-08-03,262880,9,9,1,0.683,0.0445,0.849,1.61e-05,0.121,-4.591,0.0254,110.022,4,0.751,7
311,22,いるか Starlight,いるか Starlight,Mikito P,2016-08-03,262493,10,7,1,0.517,0.0131,0.956,0.0013,0.438,-4.054,0.0648,156.969,4,0.83,7
312,23,さよならはきえない,さよならはきえない,Mikito P,2016-08-03,311826,9,2,1,0.518,0.3,0.924,2.1e-05,0.102,-3.456,0.0399,149.969,4,0.489,7
313,24,ガールズインターハイ,ガールズインターハイ,Mikito P,2016-08-03,259640,11,9,0,0.36,0.00154,0.92,1.73e-05,0.43,-3.637,0.0992,170.054,4,0.431,7
314,25,あのこサーティースリー,あのこサーティースリー,Mikito P,2015-09-16,244906,1,2,1,0.406,0.000934,0.976,0.0,0.321,-4.233,0.058,164.968,4,0.567,7
315,26,Ano-Ko Thirty-Three,Ano-Ko Thirty-Three,Mikito P,2015-09-16,244906,2,2,1,0.406,0.000934,0.976,0.0,0.321,-4.233,0.058,164.968,4,0.567,7
316,27,Curious,Curious,Mikito P,2015-09-02,263636,2,2,0,0.548,0.0298,0.922,0.0,0.285,-3.459,0.0421,131.983,4,0.66,7
317,28,きゅりあす,きゅりあす,Mikito P,2015-07-15,263636,1,2,0,0.548,0.0298,0.922,0.0,0.285,-3.459,0.0421,131.983,4,0.66,7
318,29,いーあるふぁんくらぶ,いーあるふぁんくらぶ,Mikito P,2012-12-12,238344,37,7,0,0.484,0.116,0.971,1.75e-06,0.092,-3.433,0.138,144.994,4,0.538,7
319,30,I-aru Fan Club,I-aru Fan Club,Mikito P,2012,238344,19,7,0,0.484,0.116,0.971,1.75e-06,0.092,-3.433,0.138,144.994,4,0.538,7
320,31,セツナトリップ,SPACE DIVE!!,Various Artists,2020-07-15,248506,2,5,0,0.229,0.00328,0.974,1.37e-06,0.0596,-3.837,0.234,143.907,4,0.477,7
321,32,PaⅢ.SENSATION,EXIT TUNES PRESENTS Entrance Dream Music'Turbo,Various Artists,2020-01-22,241592,3,6,1,0.477,0.012,0.956,0.00185,0.0556,-4.184,0.0746,180.009,4,0.777,7
322,33,ドリドリ,RGB 〜True Color〜,Shoko Nakagawa,2019-11-27,236240,28,1,0,0.456,0.00575,0.973,0.0,0.0789,-3.236,0.107,178.058,4,0.736,7
323,34,mrcl -Instrumental-,mrcl -Instrumental-,Shoko Nakagawa,2019-11-27,230709,0,5,1,0.436,1.79e-05,0.894,0.783,0.364,-7.189,0.0435,155.022,4,0.647,7
324,35,モザイクロール,EXIT TUNES PRESENTS Gumissimo from Megpoid ―10th ANNIVERSARY BEST―,Various Artists,2019-06-19,186000,13,5,1,0.515,0.00104,0.919,0.926,0.326,-3.623,0.0534,145.039,4,0.595,7
325,36,Cradle,カリギュラ オーバードーズ オリジナル・サウンドトラック,Various Artists,2018-05-23,240000,16,5,0,0.475,0.00146,0.853,0.00126,0.23,-10.556,0.0741,152.111,4,0.523,7
326,37,Cradle,Caligula Overdose Original Soundtrack,Various Artists,2018-05-23,240000,13,5,0,0.475,0.00146,0.853,0.00126,0.23,-10.556,0.0741,152.111,4,0.523,7
327,38,"""千本桜-かめりあ's """"KAIKASENGEN"""" Remix-""",EXIT TUNES PRESENTS Entrance Dream Music3,Various Artists,2016-08-03,250920,0,0,1,0.352,0.00206,0.96,3.47e-06,0.171,-2.478,0.0871,174.835,4,0.38,7
328,39,Yoshiwara Lament,Mayu Loves -First-,Various Artists,2016-02-10,227493,5,11,0,0.333,0.272,0.939,0.0,0.331,-3.152,0.0755,194.818,4,0.53,7
329,40,吉原ラメント,MAYU LOVES -First-,Various Artists,2016-02-10,227493,1,11,0,0.333,0.272,0.939,0.0,0.331,-3.152,0.0755,194.818,4,0.53,7
330,41,Yuudachi No Ribbon,Vocaloid3 Library Mayu,Various Artists,2015-12-02,228000,27,1,0,0.516,0.0239,0.978,0.000602,0.0732,-2.61,0.0615,114.97,4,0.668,7
331,42,天ノ弱(カバー),TRIBUTE TO 164,Various Artists,2015-10-21,198498,3,6,1,0.559,0.00925,0.919,0.0,0.107,-4.427,0.067,94.975,4,0.619,7
332,43,Rokuchounen To Ichiya Monogatari,Exit Tunes Academy Best 3,Various Artists,2015-08-01,218718,29,2,1,0.624,0.0174,0.934,2.76e-05,0.207,-2.323,0.254,93.004,4,0.327,7
333,44,"""E? Aa Sou.""",Exit Tunes Presents Actors,Various Artists,2015-08-01,206000,11,8,1,0.439,0.174,0.973,0.0,0.0477,-3.046,0.0747,191.856,4,0.856,7
334,45,Tsukiyo -Tsukiakari-,Exit Tunes Presents Gumical From Megpoid,Various Artists,2015-08-01,239600,17,1,1,0.45,0.0553,0.972,0.0,0.117,-2.944,0.0764,99.019,4,0.334,7
335,46,Rimokon,Exit Tunes Presents Actors 2,Various Artists,2015-08-01,308510,10,7,1,0.526,0.00652,0.934,1.12e-05,0.179,-6.052,0.106,164.955,4,0.598,7
336,47,Start,Exit Tunes Presents Stages,Various Artists,2015-08-01,198800,1,1,0,0.565,0.000178,0.903,2.93e-05,0.132,-2.176,0.0461,100.008,4,0.67,7
337,48,Setsuna Trip,Exit Tunes Presents Hanjyuku Girls,Various Artists,2015-08-01,247800,2,5,0,0.522,0.00313,0.983,6.41e-06,0.0555,-2.953,0.242,145.01,4,0.537,7
338,49,Amanojaku,Tribute To 164,Various Artists,2015-06-10,198498,0,6,1,0.559,0.00925,0.919,0.0,0.107,-4.427,0.067,94.975,4,0.619,7
339,50,Critical Line,Krad Matrix (Limited Edition),Various Artists,2015-03-18,214590,8,3,0,0.593,0.089,0.993,0.000165,0.169,-3.398,0.0658,127.984,4,0.557,7
340,51,"""Tenshou Gakuen Kashou Contest Kaienmae (Drama Part)""",Actors (Deluxe Duet Edition),Various Artists,2015-03-18,692740,0,11,0,0.588,0.399,0.649,0.0,0.683,-8.368,0.74,136.263,3,0.537,7
341,52,Echo,Exit Tunes Presents Entrance Dream Music2,Various Artists,2015-03-11,228400,24,3,0,0.568,0.196,0.918,0.0101,0.134,-4.63,0.0674,140.025,4,0.274,7
342,53,Kazemachi Hello World,Soyokaze Little Room Tribute To Add9 (Herip),Various Artists,2015-03-11,267000,2,0,1,0.598,0.0139,0.711,3.23e-05,0.461,-5.385,0.037,105.007,4,0.599,7
343,54,アスノヨゾラ哨戒班,EXIT TUNES PRESENTS Vocalofantasy feat.初音ミク,Various Artists,2015-03-04,176600,39,6,0,0.489,0.039,0.847,0.00598,0.102,-3.841,0.0735,185.048,4,0.24,7
344,55,CRITICAL LINE,KRAD MATRiX,Kradness,2015-03-04,214590,6,3,0,0.593,0.089,0.993,0.000165,0.169,-3.398,0.0658,127.984,4,0.557,7
345,56,天翔学園歌唱コンテスト・開演前(ドラマパート),ACTORS - Deluxe Duet Edition-,Various Artists,2015-03-04,692740,0,11,0,0.588,0.399,0.649,0.0,0.683,-8.368,0.74,136.263,3,0.537,7
346,57,カゲロウデイズ -初音ミク「マジカルミライ 2014」Live-,初音ミク「マジカルミライ 2014」 [Live],Various Artists,2015-02-25,235856,31,4,0,0.557,0.347,0.97,0.0,0.924,-2.205,0.0794,100.006,4,0.661,7
347,58,放課後ストライド (feat. 山本希望),EXIT TUNES PRESENTS 半熟少女2,Various Artists,2015-02-04,224075,8,4,1,0.521,2.59e-05,0.964,0.885,0.321,-4.154,0.132,112.601,4,0.62,7
348,59,威風堂々 (feat. 竜之介),ACTORS - Extra Edition 5 - feat.鷹翌、竜之介、鯆澄、一兎,Various Artists,2015-02-04,199470,15,10,0,0.747,0.00134,0.697,0.0,0.286,-8.092,0.0496,129.982,4,0.837,7
349,60,風待ちハローワールド,そよかぜリトルルーム tribute to add9(ヘリP),Various Artists,2015-02-04,267000,5,0,1,0.598,0.0139,0.711,3.23e-05,0.461,-5.385,0.037,105.007,4,0.599,7
350,61,ドリドリ,RGB - True Color,Shoko Nakagawa,2015,236240,21,1,0,0.456,0.00569,0.973,0.0,0.0789,-3.236,0.107,178.058,4,0.738,7
351,62,リモコン feat.緑川光×浅沼晋太郎(カバー),EXIT TUNES PRESENTS ACTORS 2,Various Artists,2014-09-17,308510,20,7,1,0.526,0.00652,0.934,1.12e-05,0.179,-6.052,0.106,164.955,4,0.598,7
352,63,六兆年と一夜物語 feat.ぐるたみん(カバー),EXIT TUNES ACADEMY BEST 3,Various Artists,2014-01-01,218718,30,2,1,0.624,0.0174,0.934,2.76e-05,0.207,-2.323,0.254,93.004,4,0.327,7
353,64,セツナトリップ feat.灯油(カバー),EXIT TUNES PRESENTS 神曲を歌ってみた7,Various Artists,2013-10-16,247000,14,5,0,0.424,0.00389,0.982,0.000193,0.0746,-2.479,0.22,144.855,4,0.455,7
354,65,ロストワンの号哭 feat.ぐるたみん(カバー),EXIT TUNES PRESENTS イケメンボイスパラダイス6,Various Artists,2013-10-02,215400,20,7,1,0.478,0.151,0.899,1.07e-06,0.305,-1.149,0.0901,161.957,4,0.813,7
355,66,インビジブル feat.ぐるたみん(カバー),EXIT TUNES ACADEMY BEST2,Various Artists,2013-09-18,214570,12,8,1,0.593,0.00916,0.991,0.0,0.323,-0.711,0.289,95.923,4,0.424,7
356,67,Rebirth feat.GUMI,BLURRY,164,2013-09-04,337200,2,8,1,0.369,0.0153,0.938,0.0,0.0702,-3.563,0.198,195.928,4,0.331,7
357,68,MEET YOUR ONLY WORLD feat.みちゃおん,MEET YOUR ONLY WORLD,Michaon,2013-07-03,236129,1,9,1,0.36,0.00723,0.938,0.0,0.0705,-3.699,0.0918,199.715,4,0.56,7
358,69,アルビノ,MAGICAL EFFECTORS 〜Tribute to buzzG〜,Various Artists,2013-07-03,237106,1,4,0,0.418,0.00601,0.978,0.000139,0.887,-5.152,0.114,93.804,4,0.284,7
359,70,赤心性:カマトト荒療治 feat.赤飯(カバー),赤BAN,Sekihan,2013-06-19,227789,8,11,0,0.568,0.00216,0.988,0.000141,0.0838,-2.57,0.0944,102.48,4,0.622,7
360,71,千本桜 feat.ぐるたみん(カバー),EXIT TUNES ACADEMY BEST,Various Artists,2013-05-01,244000,23,2,0,0.562,0.115,0.942,0.0,0.322,-1.944,0.0379,153.967,4,0.893,7
361,72,夜光列車,IA THE WORLD 〜星〜,Various Artists,2013-04-03,328720,0,5,1,0.551,0.0026,0.593,0.0,0.0854,-8.65,0.0273,119.997,4,0.23,7
362,73,GOING 2 DANCE,VOCALOID3 meets TRF,Vrf,2013-03-27,391880,2,0,1,0.484,0.00119,0.992,0.06,0.214,-4.275,0.111,139.977,4,0.327,7
363,74,Invisible,Matsushita Shita Shita Ue Ue←→Ab,Various Artists,2013,213500,28,8,1,0.621,0.0193,0.991,1.38e-05,0.327,-1.415,0.256,96.035,4,0.404,7
364,75,Setsuna Trip,Exit Tunes Presents Kamikyoku Wo Utattemita 7,Various Artists,2013,247000,8,5,0,0.424,0.00389,0.982,0.000193,0.0746,-2.479,0.22,144.855,4,0.455,7
365,76,Meet Your Only World,Meet Your Only World,Various Artists,2013,236129,1,9,1,0.36,0.00723,0.938,0.0,0.0705,-3.699,0.0918,199.715,4,0.56,7
366,77,Lost One No Goukoku,Exit Tunes Presents Ikemen Voice Paradise 6,Various Artists,2013,215400,20,7,1,0.478,0.151,0.899,1.07e-06,0.305,-1.149,0.0901,161.957,4,0.813,7
367,78,Sekishinsei: Kamatoto Araryouji,Aka Ban,Various Artists,2013,227789,15,11,0,0.568,0.00216,0.988,0.000141,0.0838,-2.57,0.0944,102.48,4,0.622,7
368,79,Invisible,Exit Tunes Academy Best2,Various Artists,2013,214570,4,8,1,0.593,0.00916,0.991,0.0,0.323,-0.711,0.289,95.923,4,0.424,7
369,80,Senbonzakura,Exit Tunes Academy Best,Various Artists,2013,244000,18,2,0,0.562,0.115,0.942,0.0,0.322,-1.944,0.0379,153.967,4,0.893,7
370,81,Rebirth,Blurry,Various Artists,2013,337200,2,8,1,0.369,0.0153,0.938,0.0,0.0702,-3.563,0.198,195.928,4,0.331,7
371,82,スレイプニル -sleipnir-,EXIT TUNES PRESENTS Storytellers RPG,Various Artists,2012-11-07,210600,1,9,1,0.284,0.0399,0.988,0.0992,0.358,-1.554,0.0948,196.092,4,0.506,7
372,83,夢幻,IA THE WORLD 〜風〜,Various Artists,2012-09-26,280880,0,3,0,0.461,0.155,0.947,3.38e-06,0.0832,-4.004,0.0707,94.972,4,0.248,7
373,84,glow feat.ぐるたみん(カバー),EXIT TUNES PRESENTS 神曲を歌ってみた6,Various Artists,2012-08-15,283500,12,5,0,0.437,0.141,0.864,0.0,0.0983,-2.601,0.0356,169.799,4,0.342,7
374,85,ネコミミアーカイブ(カバー) feat.ぐるたみん,EXIT TUNES PRESENTS イケメンボイスパラダイス4 ジャケットイラスト:星た,Various Artists,2012-05-02,209500,2,6,1,0.461,0.184,0.983,0.0,0.357,-0.896,0.142,164.026,4,0.563,7
375,86,心臓デモクラシー,EXIT TUNES PRESENTS Supernova(スーパーノヴァ)7 ジャケットイラストレーター:藤ちょこ,Various Artists,2012-04-18,229200,8,1,0,0.459,0.159,0.869,0.0,0.491,-4.85,0.0545,95.012,4,0.312,7
376,87,Sleipnir,Exit Tunes Presents Storytellers Rpg,Various Artists,2012,210600,1,9,1,0.284,0.0399,0.988,0.0992,0.358,-1.554,0.0948,196.092,4,0.506,7
377,88,Glow,Exit Tunes Presents Kamikyoku Wo Utattemita 6,Various Artists,2012,283500,10,5,0,0.437,0.141,0.864,0.0,0.0983,-2.601,0.0356,169.799,4,0.342,7
378,89,Setsuna Trip,Exit Tunes Presents Ikemen Voice Paradise 5,Various Artists,2012,252000,6,10,0,0.456,0.0108,0.982,0.00289,0.227,-3.668,0.258,145.1,4,0.477,7
380,0,Right Here,Right Here,Mikito P,2020-10-20,164606,10,4,0,0.601,0.843,0.259,0.905,0.11,-17.075,0.0276,139.974,4,0.451,7
381,1,だいよげん,だいよげん,Mikito P,2020-05-17,283478,12,9,1,0.637,0.475,0.899,0.0152,0.119,-5.349,0.0297,138.004,4,0.847,7
382,2,I meets You!!,I meets You!!,Mikito P,2020-04-19,220127,14,0,1,0.568,0.0925,0.949,0.0,0.238,-2.108,0.0653,157.089,4,0.519,7
383,3,Sister,Sister,Mikito P,2020-02-19,332571,6,1,1,0.605,0.306,0.578,0.00962,0.365,-6.7,0.0293,140.032,4,0.259,7
384,4,Green Shower,Green Shower,Mikito P,2019-10-01,260816,4,1,1,0.484,0.00376,0.884,0.0,0.297,-3.943,0.0515,195.956,4,0.593,7
385,5,少女ふぜゐ -Vocaloid Ver.,少女ふぜゐ -Vocaloid Ver.,Mikito P,2019-07-03,271875,19,7,1,0.5,0.0111,0.87,0.0,0.196,-5.151,0.044,128.03,4,0.466,7
386,6,39みゅーじっく!,39みゅーじっく! (feat.初音ミク),Mikito P,2017-08-31,265846,36,11,0,0.528,0.017,0.989,0.000473,0.0964,-2.967,0.0741,130.015,4,0.525,7
387,7,ガールズインターハイ,ガールズインターハイ,Mikito P,2016-08-03,259640,11,9,0,0.36,0.00154,0.92,1.73e-05,0.43,-3.637,0.0992,170.054,4,0.431,7
388,8,さよならはきえない,さよならはきえない,Mikito P,2016-08-03,311826,8,2,1,0.518,0.3,0.924,2.1e-05,0.102,-3.456,0.0399,149.969,4,0.489,7
389,9,いるか Starlight,いるか Starlight,Mikito P,2016-08-03,262493,10,7,1,0.517,0.0131,0.956,0.0013,0.438,-4.054,0.0648,156.969,4,0.83,7
390,10,Home Party,Home Party,Mikito P,2016-08-03,262880,8,9,1,0.683,0.0445,0.849,1.61e-05,0.121,-4.591,0.0254,110.022,4,0.751,7
391,11,Hoi,Hoi,Mikito P,2016-08-03,243186,10,9,1,0.266,0.0347,0.977,3.72e-06,0.042,-1.836,0.235,150.108,5,0.674,7
392,12,あのこサーティースリー,あのこサーティースリー,Mikito P,2015-09-16,244906,1,2,1,0.406,0.000934,0.976,0.0,0.321,-4.233,0.058,164.968,4,0.567,7
393,13,京都ダ菓子屋センソー,あのこサーティースリー,Mikito P,2015-09-16,284346,1,4,1,0.4,0.0345,0.883,0.0,0.129,-3.497,0.0423,76.46,4,0.644,7
394,14,きゅりあす,きゅりあす,Mikito P,2015-07-15,263636,1,2,0,0.548,0.0298,0.922,0.0,0.285,-3.459,0.0421,131.983,4,0.66,7
395,15,おもふといふ,きゅりあす,Mikito P,2015-07-15,286736,1,6,0,0.528,0.029,0.893,1.69e-06,0.177,-4.736,0.03,95.007,4,0.59,7
396,16,いーあるふぁんくらぶ,いーあるふぁんくらぶ,Mikito P,2012-12-12,238344,37,7,0,0.484,0.116,0.971,1.75e-06,0.092,-3.433,0.138,144.994,4,0.538,7
398,0,ハイスペックニート,アインシュタインが解けなかった問題,40mP,2018-12-31,198769,25,7,1,0.622,0.000931,0.952,0.0,0.0635,-2.691,0.0535,109.947,4,0.905,8
399,1,High Spec Neet,The Problem Einstein couldn't solve,40mP,2018-12-31,198769,16,7,1,0.622,0.000931,0.952,0.0,0.0635,-2.691,0.0535,109.947,4,0.905,8
400,2,プロローグ,ショートストーリー,40mP,2016-12-31,248823,5,4,1,0.594,0.00653,0.904,0.0,0.161,-3.063,0.0349,136.069,4,0.919,8
401,3,Prologue,Short Story,40mP,2016-12-31,248823,8,4,1,0.594,0.00653,0.904,0.0,0.161,-3.063,0.0349,136.069,4,0.919,8
402,4,Going My Way!,41m,40mP,2014-08-17,226576,15,2,1,0.574,0.00492,0.974,0.0,0.0281,-2.485,0.0522,127.968,4,0.738,8
403,5,Going My Way!,41m,40mP,2014-08-17,226576,6,2,1,0.574,0.00492,0.974,0.0,0.0281,-2.485,0.0522,127.968,4,0.738,8
404,6,Life size,LIFE SIZE NOTE -40mP-,40mP,2010-05-07,276000,6,7,1,0.541,0.0549,0.939,0.00111,0.0152,-3.244,0.0395,152.045,4,0.884,8
405,7,SHAKER,SHAKER,40mP,2019-04-22,257839,22,8,0,0.805,0.00518,0.529,0.00115,0.104,-4.368,0.0353,126.019,4,0.887,8
406,8,SHAKER,SHAKER,40mP,2019-04-22,257839,25,8,0,0.805,0.00518,0.529,0.00115,0.104,-4.368,0.0353,126.019,4,0.887,8
407,9,だんだん早くなる,だんだん早くなる,40mP,2015-08-16,137883,34,8,1,0.553,0.475,0.872,0.0,0.14,-2.922,0.11,131.068,4,0.946,8
408,10,Dan dan hayaku naru,Dan dan hayaku naru,40mP,2015-08-16,137883,29,8,1,0.553,0.475,0.872,0.0,0.14,-2.922,0.11,131.068,4,0.946,8
409,11,Snow Fairy Story (オーケストラ ver.),Snow Fairy Story(オーケストラ ver.),40mP,2015-02-05,272000,22,9,1,0.512,0.436,0.49,0.0,0.139,-4.113,0.0284,127.953,4,0.167,8
410,12,キミボシ,キミボシ,40mP,2013-12-11,262213,15,9,1,0.582,0.241,0.692,3.34e-06,0.25,-5.752,0.0258,103.996,4,0.415,8
411,13,キリトリセン (feat.GUMI),キリトリセン (feat.GUMI),40mP,2013-11-27,235200,32,6,0,0.527,0.406,0.901,0.0,0.16,-2.38,0.0363,165.018,4,0.939,8
412,14,シリョクケンサ (feat.GUMI),シリョクケンサ (feat.GUMI),40mP,2013-11-27,272000,32,5,0,0.598,0.00933,0.938,1.2e-05,0.0926,-4.342,0.0462,134.99,4,0.729,8
413,15,夢地図 (feat.GUMI),夢地図 (feat.GUMI),40mP,2013-11-27,188480,21,8,1,0.382,0.0211,0.936,0.00042,0.104,-2.097,0.051,176.03,4,0.883,8
414,16,モザイクロール,EXIT TUNES PRESENTS Gumissimo from Megpoid ―10th ANNIVERSARY BEST―,Various Artists,2019-06-19,186000,13,5,1,0.515,0.00104,0.919,0.926,0.326,-3.623,0.0534,145.039,4,0.595,8
415,17,Invitation,ウタカタリレイション,Various Artists,2015-12-29,143453,10,1,1,0.651,0.0405,0.968,0.00827,0.304,-3.475,0.0941,146.875,4,0.85,8
416,18,Invitation,Utakatarelation,Various Artists,2015-12-29,143453,3,1,1,0.651,0.0405,0.968,0.00827,0.304,-3.475,0.0941,146.875,4,0.85,8
417,19,Fire Flower,Actors - Songs Collection -,Various Artists,2015-09-23,262454,10,9,1,0.401,0.0243,0.894,0.0,0.202,-4.719,0.0887,175.12,4,0.371,8
418,20,Streaming Heart,Exit Tunes Presents Numbers,Various Artists,2015-08-19,181117,34,1,1,0.612,0.00179,0.888,0.0272,0.339,-10.697,0.0752,105.016,4,0.729,8
419,21,Aria,Exit Tunes Presents Supernova,Various Artists,2015-08-01,264000,15,9,1,0.463,0.151,0.854,0.0,0.244,-4.711,0.0392,175.01,4,0.478,8
420,22,"""Aa Subarashiki Nyansei""",Exit Tunes Presents 10 Dai Utattemita Live! Best 2,Various Artists,2015-08-01,220098,19,10,0,0.629,0.0809,0.809,1.39e-06,0.154,-4.3,0.0317,97.062,4,0.767,8
421,23,Soar -Overdrive-,Exit Tunes Presents Kamikyoku Wo Utattemita,Various Artists,2015-08-01,215000,3,9,1,0.534,0.51,0.978,0.000762,0.426,-0.945,0.0528,142.987,4,0.687,8
422,24,R‐18,Exit Tunes Presents Supernova,Various Artists,2015-08-01,295384,1,1,0,0.413,0.00788,0.983,0.0,0.222,-2.567,0.077,182.044,4,0.417,8
423,25,S-P-B Ryu Special Non Stop Mega-Mix,Exit Tunes Presents Super Producers Beat Mixed By Ryu,Various Artists,2015-08-01,144377,2,9,1,0.325,0.0399,0.977,0.000109,0.369,-2.919,0.231,148.569,4,0.446,8
424,26,Bunretsu Hakai,Exit Tunes Presents Supernova 3,Various Artists,2015-08-01,336000,3,2,1,0.427,0.396,0.976,0.00776,0.355,-3.404,0.154,92.345,4,0.302,8
425,27,Sky,Exit Tunes Presents 10 Dai Utattemita Live! Best,Various Artists,2015-08-01,319875,0,5,1,0.454,0.354,0.581,2.43e-05,0.11,-5.18,0.0445,150.098,4,0.23,8
426,28,Amanojaku,Amanojaku,Various Artists,2015-08-01,187000,17,2,1,0.483,0.0136,0.964,0.000215,0.322,-3.055,0.118,100.619,4,0.5,8
427,29,Just Be Friends - Piano Ver.,Exit Tunes Presents Ikemen Voice Paradise,Various Artists,2015-08-01,370000,9,2,1,0.696,0.901,0.273,0.0,0.0913,-9.618,0.0366,104.819,4,0.453,8
428,30,Start,Exit Tunes Presents Stages,Various Artists,2015-08-01,198800,1,1,0,0.565,0.000178,0.903,2.93e-05,0.132,-2.176,0.0461,100.008,4,0.67,8
429,31,Inori,Exit Tunes Presents Supernova 5,Various Artists,2015-08-01,279000,1,3,1,0.445,0.0439,0.942,0.0,0.0647,-3.472,0.0574,93.292,4,0.502,8
430,32,Setsuna Trip,Exit Tunes Presents Hanjyuku Girls,Various Artists,2015-08-01,247800,2,5,0,0.522,0.00313,0.983,6.41e-06,0.0555,-2.953,0.242,145.01,4,0.537,8
431,33,Delta,Extra Whipping Cream,Various Artists,2015-08-01,240000,0,4,1,0.527,0.0625,0.878,1.64e-06,0.164,-4.279,0.0367,151.927,4,0.767,8
432,34,Mosaic Roll,Exit Tunes Presents The Best Of Gumi From Megpoid,Various Artists,2015-03-11,183600,19,5,1,0.538,0.0018,0.933,0.807,0.333,-2.75,0.0581,145.023,4,0.62,8
433,35,Shiryoku Kensa,Exit Tunes Presents Supernova 6,Various Artists,2015-03-11,265100,1,5,0,0.597,0.015,0.947,3.56e-06,0.105,-3.38,0.0406,134.976,4,0.778,8
434,36,アスノヨゾラ哨戒班,EXIT TUNES PRESENTS Vocalofantasy feat.初音ミク,Various Artists,2015-03-04,176600,39,6,0,0.489,0.039,0.847,0.00598,0.102,-3.841,0.0735,185.048,4,0.24,8
435,37,カゲロウデイズ -初音ミク「マジカルミライ 2014」Live-,初音ミク「マジカルミライ 2014」 [Live],Various Artists,2015-02-25,235856,31,4,0,0.557,0.347,0.97,0.0,0.924,-2.205,0.0794,100.006,4,0.661,8
436,38,モザイクロール,EXIT TUNES PRESENTS THE BEST OF GUMI from Megpoid,Various Artists,2015-02-04,183600,0,5,1,0.538,0.0018,0.933,0.807,0.333,-2.75,0.0581,145.023,4,0.62,8
437,39,放課後ストライド (feat. 山本希望),EXIT TUNES PRESENTS 半熟少女2,Various Artists,2015-02-04,224075,8,4,1,0.521,2.59e-05,0.964,0.885,0.321,-4.154,0.132,112.601,4,0.62,8
438,40,威風堂々 (feat. 竜之介),ACTORS - Extra Edition 5 - feat.鷹翌、竜之介、鯆澄、一兎,Various Artists,2015-02-04,199470,15,10,0,0.747,0.00134,0.697,0.0,0.286,-8.092,0.0496,129.982,4,0.837,8
439,41,Berry,Berry,CHANO,2015-01-10,207522,5,2,1,0.648,0.0214,0.908,3.11e-05,0.132,-3.055,0.0616,125.976,4,0.595,8
440,42,Berry,Berry,シャノ,2015-01-10,207522,6,2,1,0.648,0.0214,0.908,3.11e-05,0.132,-3.055,0.0616,125.976,4,0.595,8
441,43,Connecting,Download feat.初音ミク,ヴァリアス,2014-12-10,299173,20,10,1,0.585,0.0867,0.851,0.0,0.0924,-3.9,0.0293,90.867,4,0.53,8
442,44,千本桜 -MIKU EXPO 2014 in INDONESIA Live-,HATSUNE MIKU EXPO 2014 IN INDONESIA [Live],Various Artists,2014-10-06,241640,32,2,0,0.399,0.00246,0.996,0.000328,0.595,-2.781,0.0834,154.024,4,0.399,8
443,45,Waltz of Knives,MIKU-MIXTURE,Various Artists,2014-02-19,315626,8,0,1,0.385,0.386,0.8,0.00579,0.0856,-6.615,0.049,152.982,4,0.143,8
444,46,Waltz of Knives,MIKU-MIXTURE,Various Artists,2014-02-19,315626,1,0,1,0.385,0.386,0.8,0.00579,0.0856,-6.615,0.049,152.982,4,0.143,8
445,47,夢地図,おさむらいさんせれくしょんVol.40mP,Osamuraisan,2013-12-31,186970,1,10,0,0.52,0.396,0.769,0.855,0.114,-6.159,0.0392,176.012,4,0.899,8
